Name,Author,Category,Created,Date,Finished,Image,Related to References (Source),Tags,Type
Basic Code of the Universe,"Massimo Citro, M.D. (https://www.notion.so/Massimo-Citro-M-D-8a8420c889fe476796808d097b6a2a8e?pvs=21)","Metaphysics, Ontology, Physics","February 22, 2023 1:42 PM",,No,,,,Popular
Bible,,Ontology,"May 9, 2022 4:30 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Bible%208b02b68ffd624e86a2cc8dbd79e4a19e/Spas_vsederzhitel_sinay.jpg,"In him was life, and that life was the light of all mankind. The light shines in the darkness, and the darkness has not overcome it. (https://www.notion.so/In-him-was-life-and-that-life-was-the-light-of-all-mankind-The-light-shines-in-the-darkness-and-t-1236981c29b14617a9bcd326e991476d?pvs=21), He was in the world, and though the world was made through him, the world did not recognize him. (https://www.notion.so/He-was-in-the-world-and-though-the-world-was-made-through-him-the-world-did-not-recognize-him-db51ba5f13324fb3a858a5ec2fbd3349?pvs=21), No one has ever seen God, but the one and only Son, who is himself God and is in closest relationship with the Father, has made him known. (https://www.notion.so/No-one-has-ever-seen-God-but-the-one-and-only-Son-who-is-himself-God-and-is-in-closest-relationshi-c7c695f65f964f57aa78b61f34d7f3f6?pvs=21), Very truly I tell you, no one can see the kingdom of God unless they are born again. (https://www.notion.so/Very-truly-I-tell-you-no-one-can-see-the-kingdom-of-God-unless-they-are-born-again-a981effff2e04cfb9c114c898a9f2b4c?pvs=21), No one can enter the kingdom of God unless they are born of water and the Spirit. Flesh gives birth to flesh. but the Spirit gives birth to spirit. ‘You must be born again.’ The wind blows wherever it pleases. You hear its sound, but you cannot tell where it comes from or where it is going. So it is with everyone born of the Spirit.” (https://www.notion.so/No-one-can-enter-the-kingdom-of-God-unless-they-are-born-of-water-and-the-Spirit-Flesh-gives-birth--2fd93e255b8a495792ef10f37290a3fe?pvs=21), No one has ever gone into heaven except the one who came from heaven. (https://www.notion.so/No-one-has-ever-gone-into-heaven-except-the-one-who-came-from-heaven-3dee7bdea0ee4fa081872e9af5f1b875?pvs=21), Light has come into the world, but people loved darkness instead of Iight because their deeds were evil. Everyone who does evil hates the light, and will not come into the light for fear that their deeds will be exposed. But whoever lives by the truth comes into the light, so that it may be seen plainly that what they have done has been done in the sight of God. (https://www.notion.so/Light-has-come-into-the-world-but-people-loved-darkness-instead-of-Iight-because-their-deeds-were-e-5cda7d5ba5564c56b297dad6d0130741?pvs=21), A person can receive only what is given them from heaven. (https://www.notion.so/A-person-can-receive-only-what-is-given-them-from-heaven-6eb2720383a8489b900c890c4904135d?pvs=21), He must become greater; I must become less. (https://www.notion.so/He-must-become-greater-I-must-become-less-682377ef55d0446ebd53c783a275634b?pvs=21), God gives the Spirit without limit. The Father loves the Son and has placed everything in his hands. Whoever believes in the Son has eternal life, but whoever rejects the Son will not see life. (https://www.notion.so/God-gives-the-Spirit-without-limit-The-Father-loves-the-Son-and-has-placed-everything-in-his-hands--1fd451b196594bdf8f1b9c8fbff39d53?pvs=21)",,Semi-popular
Brave New World,Aldous Huxley (https://www.notion.so/Aldous-Huxley-7a66aab619aa422e91d5eb8c00e7d90e?pvs=21),"Ontology, Sociology","February 22, 2023 12:46 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Brave%20New%20World%205c08e7a351e641bd90d0eccd69d0207b/81zE42gT3xL.jpg,,,Fiction
"Caffeine, extraversion and working memory",Andrew P. Misth (https://www.notion.so/Andrew-P-Misth-18ef8d30fabe4db6ba441315e606135b?pvs=21),"Biology, Cognitive psychology","August 22, 2023 11:54 PM",,No,,,,Study
"Capitalism: Competition, Conflict, Crises",Anwar Shaikh (https://www.notion.so/Anwar-Shaikh-cb6bd585a5e7450e85e7b80bc7740237?pvs=21),Economy,"February 22, 2023 1:14 PM",,No,"Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Capitalism%20Competition,%20Conflict,%20Crises%20f153e8c162bc4ef8bc99776abfb207a5/415xskA2PSL._AC_UF8941000_QL80_.jpg",,,High culture
Capitalist Realism,Mark Fisher (https://www.notion.so/Mark-Fisher-7a480ecaa59b4a81b54da46d6b307916?pvs=21),"Economy, Sociology","May 7, 2022 3:42 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Capitalist%20Realism%20c6a9f8ee1db74ea98730bdc1291d88b8/capitalist-realism-1.jpg,"Neoliberalism surreptitiously relied on the state even while it has ideologically excoriated it. This was made spectacularly clear during the ideologues, the state rushed in to shore up the banking system. (https://www.notion.so/Neoliberalism-surreptitiously-relied-on-the-state-even-while-it-has-ideologically-excoriated-it-Thi-773bd6b637b24a2d879532556f78233a?pvs=21), The new defines itself in response to what is already established; at the same time, the established has to reconfigure itself in response to the new. Tradition counts for nothing when it is no longer contested and modified. A culture that is merely preserved is no culture at all. (https://www.notion.so/The-new-defines-itself-in-response-to-what-is-already-established-at-the-same-time-the-established-6829cd6fa2304c4abe5de23e2568984f?pvs=21), A brutal state of affairs, profoundly inegalitarian -  where all existence is evaluated in terms of money alone -  is presented to us as ideal. To justify their conservatism, the partisans of the established order cannot really call it ideal or wonderful. So instead, they have decided to say that all the rest is horrible. Sure, they say, we may not live in a condition of perfect Goodness. But we’re lucky that we don’t live in a condition of Evil. Our democracy is not perfect. But it’s better than the bloody dictatorships. Capitalism is unjust. But it’s not criminal like Stalinism. We let miIJions of Africans die of AIDS, but we don’t make racist nationalist declarations like Milosevic. We kill Iraqis with our airplanes, but we don’t cut their throats with machetes like they do in Rwanda, etc. The ‘realism’ here is analogous to the deflationary perspective of a depressive who believes that any positive state, any hope, is a dangerous illusion. (https://www.notion.so/A-brutal-state-of-affairs-profoundly-inegalitarian-where-all-existence-is-evaluated-in-terms-of--55609cf0cc4749038936d50f597afab8?pvs=21), The limits of capitalism are not fixed by fiat, but defined (and re-defined) pragmatically and improvisationally. This makes capitalism very much like the Thing in John Carpenter’s film of the same name: a monstrous, infinitely plastic entity, capable of metabolizing and absorbing anything with which it comes into contact. (https://www.notion.so/The-limits-of-capitalism-are-not-fixed-by-fiat-but-defined-and-re-defined-pragmatically-and-impro-31e86ac46500404d8506267b4021080f?pvs=21), For most people under twenty in Europe and North America, the lack of alternatives to capitalism is no longer even an issue. Capitalism seamlessly occupies the horizons of the thinkable. (https://www.notion.so/For-most-people-under-twenty-in-Europe-and-North-America-the-lack-of-alternatives-to-capitalism-is--0a7e3b354a7d40bd83b51dd3ffa7ab60?pvs=21), ‘Real’ means the death of the social: it means corporations who respond to increased profits not by raising pay or improving benefits but by downsizing (the laying-off the permanent workforce in order to create a floating employment pool of part-time and freelance workers without benefits or job security). (https://www.notion.so/Real-means-the-death-of-the-social-it-means-corporations-who-respond-to-increased-profits-not-by-r-9995cafecc744c7c8c915dc7fa4ead20?pvs=21), The affinity between hip hop and gangster movies such as Scarface, The Godfather films, Reservoir Dogs, Goodfellas and Pulp Fiction arises from their common claim to have stripped the world of sentimental illusions and seen it for ‘what it really is’:  a Hobbesian war of all against all, a system of perpetual exploitation and generalized criminality. In hip hop, Reynolds writes, ‘To “get real” is to confront a state-of-nature where dog eats dog, where you’re either a winner or a loser, and where most will be losers’.  (https://www.notion.so/The-affinity-between-hip-hop-and-gangster-movies-such-as-Scarface-The-Godfather-films-Reservoir-Do-0e348529ad9f467ab5e6e07a365d5106?pvs=21), Capitalist realism is like a pervasive atmosphere, conditioning not only the production of culture but also the regulation of work and education, and acting as a kind of invisible barrier constraining thought and action. A moral critique of capitalism, emphasizing the ways in which it leads to suffering, only reinforces capitalist realism. Poverty, famine and war can be presented as an inevitable part of reality, while the hope that these forms of suffering could be eliminated easily painted as naive utopianism. Capitalist realism can only be threatened if it is shown to be in some way inconsistent or untenable. (https://www.notion.so/Capitalist-realism-is-like-a-pervasive-atmosphere-conditioning-not-only-the-production-of-culture-b-48341ccd81f84187922fb8777e2162db?pvs=21), The significance of Green critiques is that they suggest that, far from being the only viable political-economic system, capitalism is in fact primed to destroy the entire human environment. Capital’s “need of a constantly expanding market”, its “growth fetish”, mean that capitalism is by its very nature opposed to any notion of sustainability.  (https://www.notion.so/The-significance-of-Green-critiques-is-that-they-suggest-that-far-from-being-the-only-viable-politi-038714ee748d4643a28f5c1c7d3dbf4f?pvs=21), In his book The Selfish Capitalist, Oliver James has convincingly posited a correlation between rising rates of mental distress and the neoliberal mode of capitalism practiced in countries like Britain, the USA and Australia. (https://www.notion.so/In-his-book-The-Selfish-Capitalist-Oliver-James-has-convincingly-posited-a-correlation-between-risi-0d123ea5cc544447bc559302bdbe2ed2?pvs=21), How has it become acceptable that so many people, and especially so many young people, are ill? The ‘mental health plague’ in capitalist societies would suggest that, instead of being the only social system that works, capitalism is inherently dysfunctional, and that the cost of it appearing to work is very high. (https://www.notion.so/How-has-it-become-acceptable-that-so-many-people-and-especially-so-many-young-people-are-ill-The--c570cc525b5f454cbed63f60cf8f4474?pvs=21), By contrast with their forebears in the 1960s and 1970s, British students today appear to be politically disengaged. can’t do anything about it. But that ‘knowledge’, that reflexivity, is not a passive observation of an already existing state of affairs. It is a self-fulfilling prophecy. (https://www.notion.so/By-contrast-with-their-forebears-in-the-1960s-and-1970s-British-students-today-appear-to-be-politic-11e154345ed24ce58b8fd264ad3d07f8?pvs=21), It is not an exaggeration to say that being a teenager in late capitalist Britain is now close to being reclassified as a sickness. Many of the teenage students I encountered seemed to be in a state of what I would call “depressive hedonia”. Depression is usually characterized as a state of anhedonia, but the condition I’m referring to is constituted not by an inability to get pleasure so much as it by an inability to do anything else except pursue pleasure. (https://www.notion.so/It-is-not-an-exaggeration-to-say-that-being-a-teenager-in-late-capitalist-Britain-is-now-close-to-be-f04fa8a7d6ec40f3aa906175648bcf5c?pvs=21), There is a sense that ‘something is missing’ - but no appreciation that this mysterious, missing enjoyment can only be accessed beyond the pleasure principle. (https://www.notion.so/There-is-a-sense-that-something-is-missing-but-no-appreciation-that-this-mysterious-missing-enj-7fa6fa94f714445b86ef854a45203e98?pvs=21), Ask students to read for more than a couple of sentences and many - and these are A-Ievel students mind you -  will protest that they can’t do it. The most frequent complaint teachers hear is that it’s boring. It is not so much the content of the writteng material that is at issue here; it is the act of reading itself that is deemed to be “boring”. To be bored simply means to be removed from the communicative sensation-stimulus matrix of texting, YouTube and fast food; to be denied, for a moment, the constant flow of sugary gratification on demand. (https://www.notion.so/Ask-students-to-read-for-more-than-a-couple-of-sentences-and-many-and-these-are-A-Ievel-students-m-b91788803db34da389458fba09726f41?pvs=21), “Writing has never beer capitalism’s thing. Capitalism is profoundly illiterate.” Deleuze and Guattari argued in Anti-Oedipus. (https://www.notion.so/Writing-has-never-beer-capitalism-s-thing-Capitalism-is-profoundly-illiterate-Deleuze-and-Guattar-5b3d7b812c014648a3ad0a40637aa0a9?pvs=21), With families buckling under the pressure of a capitalism which requires both parents to work, teachers are now increasingly required to act as surrogate parents, instilling the most basic behavioral protocols in students and providing pastoral and emotional support for teenagers who are in some cases only minimally socialized. (https://www.notion.so/With-families-buckling-under-the-pressure-of-a-capitalism-which-requires-both-parents-to-work-teach-40dda011abde489194adbfc77d112477?pvs=21), Deleuze says tha Control societies are based on debt rather than enclosure; but there is a way in which the current education system both indebts and encloses students. Pay for your own exploitation, the Iogic insists - get into debt so you can get the same McJob you could have walked into if you'd left school at sixteen.. (https://www.notion.so/Deleuze-says-tha-Control-societies-are-based-on-debt-rather-than-enclosure-but-there-is-a-way-in-wh-fdafc3bea9fa4d2db641b61ae929e46b?pvs=21), So called ‘liberal communists’ such as George Soros and Bill Gates who combine rapacious pursuit of profit with the rhetoric of ecological concern and social responsibility are far from constituting any kind of progressive corrective to official capitalist ideology. Liberal communism constitutes the dominan ideology of capitalism now. ‘Flexibility’, ‘nomadism’, and ‘spontaneity’ are the very hallmarks of management in a post Fordist, Control society. (https://www.notion.so/So-called-liberal-communists-such-as-George-Soros-and-Bill-Gates-who-combine-rapacious-pursuit-of--ac0ef2ffe1374c24af4ae3ce3cfe8666?pvs=21), Harvey demonstrates that, in an era popularly described as ‘post-political’, class war has continued to be fought, but only by one side: the wealthy. As Harvey shows, neoliberals were more Leninist than the Leninists, using think-tanks as the intellectual vanguard to create the ideological climate in which capitalist realism could flourish. (https://www.notion.so/Harvey-demonstrates-that-in-an-era-popularly-described-as-post-political-class-war-has-continued-4979542f82d646bbb51e95c6b5afc5f2?pvs=21), Crime boss Neil Mcaluey in the movie Heat - ‘Don’t let yourself get attached to anything you are not willing to walk out on in 30 seconds flat if you feel the heat around the corner’. Like any group of shareholders, McCauley’s crew is held together by the prospect of future revenue; any other bonds are optional extras, almost certainly dangerous. Their arrangement is temporary, pragmatic and lateral -  they know that they are interchangeable machine parts, that there are no guarantees, that nothing lasts. Compared to this, the goodfellas seem like sedentary sentimentalists, rooted in dying communities, doomed territories. (https://www.notion.so/Crime-boss-Neil-Mcaluey-in-the-movie-Heat-Don-t-let-yourself-get-attached-to-anything-you-are-not-cb204ba15bbc4746a99f536e5e99fd39?pvs=21), Where formerly workers could acquire a single set of skills and expect to progress upwards through a rigid organizational hierarchy, now they are required to periodically re-skill as they move from institution to institution, from role to role. As the organization of work is decentralized, with lateral networks replacing pyramidal hierarchies, a premium is put on ‘flexibility’. Echoing McCauley’s mockery of Hanna in Heat (’How do you expect to keep a marriage?’), Sennett emphasizes the intolerable stresses that these conditions of permanent instability put on family life. (https://www.notion.so/Where-formerly-workers-could-acquire-a-single-set-of-skills-and-expect-to-progress-upwards-through-a-a815c6919ff7431290db5b78ba5b2227?pvs=21), To function effectively as a component of just-in-time production you must develop a capacity to respond to unforeseen events, you must learn to live in conditions of total instability, or ‘precarity’, as the ugly neologism has it. (https://www.notion.so/To-function-effectively-as-a-component-of-just-in-time-production-you-must-develop-a-capacity-to-res-0c1cfff09b454c9eab0c5713dbc2f8a2?pvs=21), Untitled (https://www.notion.so/847637f6ca1b402e89740a9147bce9e2?pvs=21)",,High culture
Childhood and Society,Erik Erikson (https://www.notion.so/Erik-Erikson-4ab76a56246649bcae5b4dce9b8de40b?pvs=21),"Psychology, Sociology","August 22, 2023 11:01 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Childhood%20and%20Society%207f8aa1f7550c4ab7b26d8557c246c8c3/61ToGI3-4mL._AC_UF10001000_QL80_.jpg,,,High culture
Conceptual Physics: Heat,,Physics,"February 22, 2023 1:39 PM",,No,,,,Textbook
Conceptual Physics: Light,,Physics,"February 22, 2023 1:40 PM",,No,,,,Textbook
Conceptual Physics: Magnetism,,Physics,"February 22, 2023 1:39 PM",,No,,,,Textbook
Creating a Shared Vision: Facilitating Self-Awareness and Intent in Organizational Visioning,Mike Ezzell (https://www.notion.so/Mike-Ezzell-332b4ef6adab483185f10f53156b582c?pvs=21),Organizational Management,"August 22, 2023 11:45 PM",,No,,,,Article
Culture Counts - A concise Introduction to Cultural Anthropology,,Anthropology,"February 22, 2023 12:50 PM",,No,Sources%20fd19a5df72ea4bd8a0e7c115651f313d/Books%207c1a5739e26042f2834902dcce624a46/Culture%20Counts%20-%20A%20concise%20Introduction%20to%20Cultura%20a51db676c0024404a57b7add991af3b6/71yLPhnZvL._AC_UF10001000_QL80_.jpg,,,Textbook
